account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_charges,total_calls,total_minutes,charge_per_minute,avg_charge_per_minute,frac_intl_calls,day_minutes_to_charges,eve_minutes_to_charges,night_minutes_to_charges,intl_minutes_to_charges,day_calls_to_minutes,eve_calls_to_minutes,night_calls_to_minutes,intl_calls_to_minutes
87.0,0.0,1.0,28.0,143.5,106.0,24.4,223.5,147.0,19.0,175.4,69.0,7.89,11.2,5.0,3.02,0.0,no,54.31,327.0,553.6,0.09810332369942197,0.09810332369942197,0.01529051987767584,5.881147540983607,11.763157894736842,22.23067173637516,3.7086092715231787,0.7386759581881533,0.6577181208053692,0.3933865450399088,0.44642857142857145
111.0,0.0,0.0,0.0,222.2,96.0,37.77,162.5,111.0,13.81,184.9,120.0,8.32,11.9,7.0,3.21,4.0,no,63.11000000000001,334.0,581.5,0.10852966466036115,0.10852966466036115,0.020958083832335328,5.882975906804341,11.766835626357711,22.223557692307693,3.707165109034268,0.4320432043204321,0.683076923076923,0.6489994591671173,0.5882352941176471
119.0,0.0,0.0,0.0,231.5,82.0,39.36,266.9,97.0,22.69,211.0,118.0,9.49,7.4,10.0,2.0,1.0,no,73.53999999999999,307.0,716.8,0.10259486607142856,0.10259486607142856,0.03257328990228013,5.881605691056911,11.762891141472013,22.233930453108535,3.7,0.3542116630669546,0.36343199700262274,0.5592417061611374,1.3513513513513513
82.0,0.0,0.0,0.0,101.0,93.0,17.17,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0,no,47.69,292.0,574.3,0.08304022288002787,0.08304022288002787,0.00684931506849315,5.88235294117647,11.761148904006046,22.21897810218978,3.7047353760445687,0.9207920792079208,0.6683804627249358,0.3055190538764783,0.15037593984962405
79.0,0.0,0.0,0.0,54.079,124.0,9.1942,211.0,95.0,17.94,237.9,56.0,10.71,11.4,5.0,3.08,1.0,no,40.9242,280.0,514.379,0.07956040196042218,0.07956040196042218,0.017857142857142856,5.881860303234648,11.761426978818282,22.212885154061624,3.7012987012987013,2.292941807355905,0.45023696682464454,0.23539302227826817,0.43859649122807015
64.0,1.0,0.0,0.0,310.4,55.0,52.77,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9.0,3.59,1.0,yes,89.96000000000001,245.0,848.5999999999999,0.10600989865661091,0.10600989865661091,0.036734693877551024,5.8821299981049835,11.763319189061763,22.227602905569004,3.7047353760445687,0.17719072164948454,0.3166332665330661,0.3703703703703704,0.6766917293233082
172.0,0.0,0.0,0.0,172.5,85.0,29.33,253.1,71.0,21.51,221.6,113.0,9.97,5.9,6.0,1.59,0.0,no,62.400000000000006,275.0,653.1,0.09554432705558108,0.09554432705558108,0.02181818181818182,5.881350153426526,11.766620176662016,22.22668004012036,3.710691823899371,0.4927536231884058,0.2805215329909127,0.509927797833935,1.0169491525423728
76.0,0.0,0.0,0.0,208.5,124.0,35.45,173.0,117.0,14.71,221.1,95.0,9.95,9.8,3.0,2.65,0.0,no,62.76,339.0,612.4,0.10248203788373612,0.10248203788373612,0.008849557522123894,5.881523272214386,11.760707002039428,22.22110552763819,3.6981132075471703,0.5947242206235012,0.6763005780346821,0.42966983265490727,0.3061224489795918
33.0,0.0,0.0,0.0,184.4,111.0,31.35,203.8,110.0,17.32,237.4,100.0,10.68,9.3,5.0,2.51,3.0,no,61.86,326.0,634.9,0.09743266656166326,0.09743266656166326,0.015337423312883436,5.881977671451356,11.76674364896074,22.228464419475657,3.7051792828685266,0.6019522776572668,0.5397448478900883,0.42122999157540014,0.5376344086021505
58.0,0.0,0.0,0.0,187.6,113.0,31.89,217.4,115.0,18.48,139.7,92.0,6.29,9.8,5.0,2.65,3.0,no,59.31,325.0,554.5,0.10696122633002705,0.10696122633002705,0.015384615384615385,5.882721856381311,11.764069264069263,22.209856915739266,3.6981132075471703,0.6023454157782516,0.5289788408463661,0.6585540443808161,0.5102040816326531
81.0,0.0,0.0,0.0,175.5,67.0,29.84,249.3,85.0,21.19,270.2,98.0,12.16,10.2,3.0,2.75,1.0,no,65.94,253.0,705.2,0.09350538854225751,0.09350538854225751,0.011857707509881422,5.881367292225201,11.764983482774893,22.220394736842103,3.709090909090909,0.3817663817663818,0.34095467308463695,0.3626943005181347,0.29411764705882354
139.0,0.0,0.0,0.0,196.0,135.0,33.32,186.0,146.0,15.81,153.0,92.0,6.89,9.8,1.0,2.65,3.0,no,58.67,374.0,544.8,0.10769089574155655,0.10769089574155655,0.00267379679144385,5.88235294117647,11.76470588235294,22.206095791001452,3.6981132075471703,0.6887755102040817,0.7849462365591398,0.6013071895424836,0.1020408163265306
75.0,0.0,1.0,24.0,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106.0,12.19,9.4,2.0,2.54,3.0,no,68.54,335.0,687.8,0.09965106135504509,0.09965106135504509,0.005970149253731343,5.8815858111632755,11.76470588235294,22.22313371616079,3.7007874015748032,0.5277161862527716,0.5934065934065934,0.39128829826504247,0.2127659574468085
172.0,0.0,0.0,0.0,215.7,140.0,36.67,146.3,84.0,12.44,264.6,83.0,11.91,7.1,1.0,1.92,3.0,no,62.94,308.0,633.7,0.09932144547893323,0.09932144547893323,0.003246753246753247,5.882192527952004,11.760450160771706,22.21662468513854,3.6979166666666665,0.6490496059341678,0.5741626794258373,0.31368102796674224,0.14084507042253522
145.0,1.0,1.0,30.0,175.3,107.0,29.8,153.3,116.0,13.03,233.6,85.0,10.51,11.1,3.0,3.0,1.0,no,56.339999999999996,311.0,573.3000000000001,0.09827315541601254,0.09827315541601254,0.00964630225080386,5.88255033557047,11.765157329240216,22.226450999048524,3.6999999999999997,0.6103822019395322,0.7566862361382909,0.3638698630136986,0.2702702702702703
90.0,0.0,1.0,22.0,124.5,94.0,21.17,231.7,90.0,19.69,222.2,108.0,10.0,6.4,12.0,1.73,1.0,no,52.589999999999996,304.0,584.8,0.0899281805745554,0.0899281805745554,0.039473684210526314,5.880963627775153,11.767394616556626,22.22,3.6994219653179194,0.7550200803212851,0.38843331894691413,0.48604860486048607,1.875
88.0,0.0,0.0,0.0,202.2,86.0,34.37,216.8,93.0,18.43,239.4,99.0,10.77,11.8,2.0,3.19,2.0,no,66.75999999999999,280.0,670.1999999999999,0.09961205610265592,0.09961205610265592,0.007142857142857143,5.8830375327320334,11.763429191535542,22.22841225626741,3.699059561128527,0.4253214638971316,0.42896678966789664,0.41353383458646614,0.1694915254237288
123.0,0.0,0.0,0.0,194.0,118.0,32.98,242.0,114.0,20.57,146.3,108.0,6.58,12.1,4.0,3.27,1.0,no,63.4,344.0,594.4,0.1066621803499327,0.1066621803499327,0.011627906976744186,5.882352941176471,11.76470588235294,22.23404255319149,3.7003058103975532,0.6082474226804123,0.47107438016528924,0.7382091592617908,0.3305785123966942
13.0,0.0,1.0,25.0,176.6,65.0,30.02,172.7,96.0,14.68,104.5,128.0,4.7,11.3,5.0,3.05,2.0,no,52.45,294.0,465.09999999999997,0.11277144700064504,0.11277144700064504,0.017006802721088437,5.882744836775483,11.764305177111716,22.23404255319149,3.704918032786886,0.3680634201585504,0.555877243775333,1.2248803827751196,0.44247787610619466
131.0,0.0,1.0,25.0,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59.0,11.44,10.9,6.0,2.94,2.0,no,66.33999999999999,255.0,683.6999999999999,0.09703086148895713,0.09703086148895713,0.023529411764705882,5.882173382173383,11.765625,22.22027972027972,3.7074829931972793,0.4411001556824079,0.4648074369189907,0.23210070810385525,0.5504587155963303
87.0,0.0,1.0,22.0,263.8,65.0,44.85,103.4,115.0,8.79,208.1,109.0,9.36,8.5,3.0,2.3,3.0,no,65.3,292.0,583.8000000000001,0.11185337444330248,0.11185337444330248,0.010273972602739725,5.8818283166109255,11.763367463026167,22.232905982905983,3.695652173913044,0.24639878695981804,1.1121856866537716,0.5237866410379626,0.35294117647058826
182.0,0.0,0.0,0.0,279.5,118.0,47.52,203.2,113.0,17.27,174.2,101.0,7.84,10.7,4.0,2.89,2.0,yes,75.52000000000001,336.0,667.6,0.11312162971839426,0.11312162971839426,0.011904761904761904,5.881734006734006,11.76606832657788,22.21938775510204,3.702422145328719,0.4221824686940966,0.5561023622047244,0.5797933409873709,0.3738317757009346
163.0,0.0,0.0,0.0,191.3,89.0,32.52,193.9,87.0,16.48,268.4,121.0,12.08,12.8,4.0,3.46,1.0,no,64.53999999999999,301.0,666.4,0.09684873949579831,0.09684873949579831,0.013289036544850499,5.882533825338253,11.765776699029127,22.218543046357613,3.6994219653179194,0.46523784631468895,0.4486848891181021,0.4508196721311476,0.3125
197.0,0.0,0.0,0.0,233.9,96.0,39.76,218.9,111.0,18.61,182.9,109.0,8.23,9.5,3.0,2.57,0.0,no,69.16999999999999,319.0,645.2,0.10720706757594542,0.10720706757594542,0.009404388714733543,5.882796780684105,11.762493283181087,22.223572296476306,3.6964980544747084,0.41043180846515603,0.5070808588396528,0.5959540732640787,0.3157894736842105
74.0,0.0,0.0,0.0,230.9,93.0,39.25,223.0,78.0,18.96,157.8,101.0,7.1,9.7,2.0,2.62,3.0,no,67.93,274.0,621.4000000000001,0.10931766977792082,0.10931766977792082,0.0072992700729927005,5.882802547770701,11.761603375527425,22.22535211267606,3.7022900763358773,0.40277176266782155,0.34977578475336324,0.6400506970849176,0.2061855670103093
114.0,0.0,1.0,32.0,125.2,79.0,21.28,177.8,105.0,15.11,232.4,89.0,10.46,12.9,3.0,3.48,1.0,no,50.33,276.0,548.3,0.09179281415283605,0.09179281415283605,0.010869565217391304,5.883458646616541,11.767041694242225,22.21797323135755,3.706896551724138,0.6309904153354633,0.5905511811023622,0.382960413080895,0.23255813953488372
66.0,0.0,0.0,0.0,113.9,112.0,19.36,271.8,106.0,23.1,216.7,95.0,9.75,15.6,3.0,4.21,2.0,no,56.42,316.0,618.0000000000001,0.091294498381877,0.091294498381877,0.00949367088607595,5.883264462809918,11.766233766233766,22.225641025641025,3.705463182897862,0.9833187006145742,0.38999264164827074,0.43839409321642825,0.19230769230769232
74.0,0.0,0.0,0.0,156.3,102.0,26.57,273.1,118.0,23.21,215.8,113.0,9.71,9.0,4.0,2.43,3.0,no,61.92,337.0,654.2,0.09464995414246408,0.09464995414246408,0.011869436201780416,5.8825743319533315,11.766479965532099,22.224510813594232,3.7037037037037033,0.6525911708253358,0.4320761625778103,0.5236329935125116,0.4444444444444444
81.0,1.0,0.0,0.0,250.6,85.0,42.6,187.9,51.0,15.97,120.3,131.0,5.41,7.8,5.0,2.11,1.0,no,66.09,272.0,566.5999999999999,0.11664313448641019,0.11664313448641019,0.01838235294117647,5.88262910798122,11.76581089542893,22.236598890942698,3.6966824644549763,0.3391859537110934,0.27142096860031933,1.088944305901912,0.6410256410256411
93.0,1.0,1.0,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0,yes,61.01,371.0,552.5,0.11042533936651583,0.11042533936651583,0.018867924528301886,5.882199635131613,11.76007866273353,22.232451093210585,3.7037037037037037,0.5183872396987151,1.020066889632107,0.6469979296066253,0.5
42.0,0.0,0.0,0.0,166.8,138.0,28.36,212.4,78.0,18.05,194.7,70.0,8.76,12.4,9.0,3.35,2.0,no,58.519999999999996,295.0,586.3000000000001,0.09981238273921199,0.09981238273921199,0.030508474576271188,5.881523272214387,11.767313019390581,22.226027397260275,3.701492537313433,0.8273381294964028,0.3672316384180791,0.359527478171546,0.7258064516129032
88.0,1.0,0.0,0.0,132.9,132.0,22.59,208.2,82.0,17.7,260.5,56.0,11.72,14.4,11.0,3.89,2.0,yes,55.9,281.0,616.0,0.09074675324675324,0.09074675324675324,0.03914590747330961,5.883134130146082,11.76271186440678,22.226962457337883,3.7017994858611827,0.9932279909706546,0.393852065321806,0.21497120921305182,0.7638888888888888
121.0,0.0,0.0,0.0,150.7,105.0,25.62,197.3,133.0,16.77,169.0,116.0,7.61,9.2,13.0,2.48,1.0,no,52.48,367.0,526.2,0.09973394146712275,0.09973394146712275,0.035422343324250684,5.882123341139734,11.76505664877758,22.207621550591327,3.7096774193548385,0.6967485069674851,0.6741003547896603,0.6863905325443787,1.4130434782608696
74.0,0.0,0.0,0.0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88.0,9.66,9.7,4.0,2.62,2.0,yes,80.07,304.0,723.8000000000001,0.11062448190107763,0.11062448190107763,0.013157894736842105,5.882004735595896,11.765049678550556,22.22567287784679,3.7022900763358773,0.37571284803757127,0.4967709885742672,0.4098742431299488,0.4123711340206186
148.0,0.0,0.0,0.0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,9.5,13.0,2.57,1.0,no,55.96,300.0,530.2,0.10554507732930969,0.10554507732930969,0.043333333333333335,5.883100381194409,11.767955801104973,22.2207267833109,3.6964980544747084,0.4697624190064795,0.5633802816901409,0.6299212598425197,1.368421052631579
53.0,0.0,1.0,22.0,174.8,110.0,29.72,191.4,104.0,16.27,119.5,103.0,5.38,12.0,2.0,3.24,3.0,no,54.61,319.0,497.70000000000005,0.10972473377536668,0.10972473377536668,0.006269592476489028,5.881561238223419,11.763982790411802,22.21189591078067,3.7037037037037033,0.6292906178489702,0.5433646812957158,0.8619246861924686,0.16666666666666666
122.0,0.0,1.0,22.0,204.5,92.0,34.77,139.6,121.0,11.87,205.0,103.0,9.23,8.6,5.0,2.32,2.0,no,58.190000000000005,321.0,557.7,0.10433925049309664,0.10433925049309664,0.01557632398753894,5.881507046304285,11.760741364785172,22.210184182015166,3.706896551724138,0.44987775061124696,0.8667621776504298,0.5024390243902439,0.5813953488372093
13.0,0.0,1.0,36.0,118.1,117.0,20.08,221.5,125.0,18.83,103.9,89.0,4.68,11.9,6.0,3.21,2.0,no,46.8,337.0,455.4,0.10276679841897234,0.10276679841897234,0.017804154302670624,5.881474103585657,11.763143919277748,22.200854700854702,3.707165109034268,0.9906858594411516,0.5643340857787811,0.8565928777670837,0.5042016806722689
57.0,0.0,1.0,30.0,179.2,105.0,30.46,283.2,83.0,24.07,228.1,77.0,10.26,14.7,5.0,3.97,1.0,no,68.76,270.0,705.2,0.09750425411230856,0.09750425411230856,0.018518518518518517,5.8831254103742605,11.765683423348566,22.23196881091618,3.7027707808564227,0.5859375,0.2930790960451978,0.3375712406839106,0.3401360544217687
72.0,0.0,1.0,21.0,186.7,108.0,31.74,318.076,86.0,27.035300000000003,187.2,119.0,8.42,16.5,4.0,4.46,1.0,no,71.6553,317.0,708.476,0.10114005273290838,0.10114005273290838,0.012618296529968454,5.882167611846251,11.765210669014214,22.232779097387173,3.6995515695067267,0.578468130690948,0.2703756334963971,0.6356837606837608,0.24242424242424243
105.0,1.0,0.0,0.0,150.0,106.0,25.5,293.8,123.0,24.97,250.7,65.0,11.28,10.3,7.0,2.78,3.0,no,64.53,301.0,704.8,0.09155788876276959,0.09155788876276959,0.023255813953488372,5.882352941176471,11.766119343211855,22.22517730496454,3.705035971223022,0.7066666666666667,0.4186521443158611,0.2592740327084164,0.6796116504854368
100.0,0.0,0.0,0.0,188.5,147.0,32.05,148.3,115.0,12.61,179.8,88.0,8.09,15.2,5.0,4.1,2.0,no,56.85,355.0,531.8000000000001,0.10690109063557728,0.10690109063557728,0.014084507042253521,5.881435257410297,11.76050753370341,22.224969097651424,3.707317073170732,0.7798408488063661,0.7754551584625758,0.489432703003337,0.32894736842105265
163.0,1.0,0.0,0.0,197.2,90.0,33.52,188.5,113.0,16.02,211.1,94.0,9.5,7.8,8.0,2.11,1.0,no,61.150000000000006,305.0,604.5999999999999,0.10114125041349654,0.10114125041349654,0.02622950819672131,5.883054892601431,11.766541822721598,22.221052631578946,3.6966824644549763,0.4563894523326572,0.5994694960212201,0.4452865940312648,1.0256410256410258
71.0,0.0,0.0,0.0,278.9,110.0,47.41,190.2,67.0,16.17,255.2,84.0,11.48,11.7,7.0,3.16,0.0,yes,78.22,268.0,736.0,0.10627717391304348,0.10627717391304348,0.026119402985074626,5.882725163467623,11.762523191094617,22.229965156794425,3.70253164556962,0.3944065973467193,0.35226077812828605,0.329153605015674,0.5982905982905983
90.0,0.0,0.0,0.0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1.0,no,36.459999999999994,274.0,410.19999999999993,0.08888347147732813,0.08888347147732813,0.032846715328467155,5.882917466410748,11.767554479418887,22.220496894409937,3.7012987012987013,1.4845024469820556,0.4835390946502057,0.5590496156533893,0.7894736842105263
133.0,0.0,0.0,0.0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4.0,1.62,0.0,no,63.19,285.0,663.4000000000001,0.09525173349412118,0.09525173349412118,0.014035087719298246,5.8821813939924175,11.76388888888889,22.22826086956522,3.7037037037037033,0.421417947446703,0.6847697756788665,0.2794271742927,0.6666666666666666
147.0,0.0,1.0,36.0,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7.0,3.73,5.0,no,70.74000000000001,315.0,594.0999999999999,0.11907086349099481,0.11907086349099481,0.022222222222222223,5.882897477435779,11.763795771015987,22.22222222222222,3.699731903485255,0.30684500393391034,0.4603244191144235,1.2755102040816326,0.5072463768115941
57.0,0.0,1.0,39.0,213.0,115.0,36.21,191.1,112.0,16.24,182.7,115.0,8.22,9.5,3.0,2.57,0.0,no,63.24,345.0,596.3,0.10605399966459837,0.10605399966459837,0.008695652173913044,5.88235294117647,11.767241379310345,22.22627737226277,3.6964980544747084,0.539906103286385,0.5860805860805861,0.6294471811713191,0.3157894736842105
102.0,0.0,0.0,0.0,156.5,67.0,26.61,204.3,103.0,17.37,141.9,72.0,6.39,9.9,2.0,2.67,2.0,no,53.040000000000006,244.0,512.6,0.103472493172064,0.103472493172064,0.00819672131147541,5.881247651258925,11.761658031088082,22.206572769953052,3.707865168539326,0.4281150159744409,0.5041605482134116,0.507399577167019,0.20202020202020202
118.0,1.0,1.0,21.0,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3.0,3.0,4.0,yes,54.53,331.0,535.5,0.10183006535947713,0.10183006535947713,0.00906344410876133,5.881247651258925,11.766029246344205,22.22689075630252,3.6999999999999997,0.7795527156549521,0.5975143403441683,0.5103969754253308,0.2702702702702703
70.0,0.0,0.0,0.0,101.9,98.0,17.32,193.3,113.0,16.43,167.5,126.0,7.54,15.0,6.0,4.05,1.0,no,45.339999999999996,343.0,477.70000000000005,0.09491312539250574,0.09491312539250574,0.01749271137026239,5.88337182448037,11.765063907486306,22.214854111405835,3.7037037037037037,0.9617271835132483,0.5845835488877392,0.7522388059701492,0.4
130.0,0.0,0.0,0.0,132.4,81.0,22.51,200.3,110.0,17.03,202.5,103.0,9.11,6.0,1.0,1.62,2.0,no,50.27,295.0,541.2,0.09288617886178861,0.09288617886178861,0.003389830508474576,5.88183029764549,11.76159718144451,22.228320526893526,3.7037037037037033,0.6117824773413897,0.5491762356465302,0.508641975308642,0.16666666666666666
150.0,0.0,1.0,29.0,209.9,77.0,35.68,158.0,52.0,13.43,141.9,113.0,6.39,6.6,1.0,1.78,0.0,no,57.28,243.0,516.4,0.11092176607281178,0.11092176607281178,0.00411522633744856,5.882847533632288,11.764705882352942,22.206572769953052,3.7078651685393256,0.3668413530252501,0.3291139240506329,0.7963354474982381,0.15151515151515152
108.0,0.0,0.0,0.0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4.0,4.16,4.0,yes,51.010000000000005,288.0,528.3,0.09655498769638465,0.09655498769638465,0.013888888888888888,5.88325066768409,11.75916230366492,22.218214607754735,3.701923076923077,0.7976653696498055,0.7658058771148709,0.30438311688311687,0.2597402597402597
117.0,0.0,0.0,0.0,214.4,94.0,36.45,138.0,147.0,11.73,148.7,102.0,6.69,9.9,1.0,2.67,2.0,no,57.540000000000006,344.0,510.99999999999994,0.11260273972602743,0.11260273972602743,0.0029069767441860465,5.882030178326474,11.76470588235294,22.227204783258593,3.707865168539326,0.4384328358208955,1.065217391304348,0.6859448554135844,0.10101010101010101
33.0,1.0,0.0,0.0,247.1,114.0,42.01,146.5,110.0,12.45,208.9,94.0,9.4,10.6,2.0,2.86,4.0,yes,66.72,320.0,613.1,0.10882400913390963,0.10882400913390963,0.00625,5.8819328731254465,11.76706827309237,22.22340425531915,3.7062937062937062,0.46135167948199113,0.7508532423208191,0.44997606510292004,0.18867924528301888
48.0,0.0,0.0,0.0,198.2,73.0,33.69,202.8,115.0,17.24,146.4,73.0,6.59,5.1,5.0,1.38,1.0,no,58.9,266.0,552.5,0.10660633484162896,0.10660633484162896,0.018796992481203006,5.883051350549125,11.763341067285385,22.2154779969651,3.6956521739130435,0.3683148335015136,0.5670611439842209,0.49863387978142076,0.9803921568627452
73.0,0.0,0.0,0.0,157.1,109.0,26.71,268.8,83.0,22.85,181.5,91.0,8.17,10.0,8.0,2.7,0.0,no,60.43000000000001,291.0,617.4,0.09787819889860708,0.09787819889860708,0.027491408934707903,5.8816922500935975,11.763676148796499,22.215422276621787,3.7037037037037033,0.6938255887969447,0.3087797619047619,0.5013774104683195,0.8
35.0,0.0,0.0,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5.0,1.86,2.0,no,50.239999999999995,248.0,525.6999999999999,0.09556781434278105,0.09556781434278105,0.020161290322580645,5.882789317507418,11.768953068592058,22.224371373307545,3.7096774193548385,0.42244640605296346,0.7361963190184049,0.34812880765883375,0.7246376811594203
146.0,0.0,0.0,0.0,189.3,77.0,32.18,155.9,128.0,13.25,186.0,83.0,8.37,7.4,3.0,2.0,0.0,no,55.8,291.0,538.6,0.10360193093204603,0.10360193093204603,0.010309278350515464,5.8825357364822874,11.766037735849057,22.222222222222225,3.7,0.4067617538298996,0.8210391276459268,0.44623655913978494,0.4054054054054054
92.0,0.0,1.0,38.0,242.2,96.0,41.17,159.7,144.0,13.57,210.0,108.0,9.45,8.9,1.0,2.4,1.0,no,66.59,349.0,620.8,0.10726481958762887,0.10726481958762887,0.0028653295128939827,5.88292445955793,11.768607221812822,22.222222222222225,3.7083333333333335,0.3963666391412056,0.9016906700062618,0.5142857142857142,0.11235955056179775
92.0,0.0,0.0,0.0,181.4,98.0,30.84,164.5,98.0,13.98,171.0,110.0,7.69,10.9,4.0,2.94,2.0,no,55.449999999999996,310.0,527.8,0.1050587343690792,0.1050587343690792,0.012903225806451613,5.881971465629054,11.766809728183118,22.23667100130039,3.7074829931972793,0.5402425578831311,0.5957446808510638,0.6432748538011696,0.36697247706422015
149.0,0.0,0.0,0.0,175.4,80.0,29.82,197.4,127.0,16.78,188.2,102.0,8.47,9.7,2.0,2.62,2.0,no,57.69,311.0,570.7,0.10108638514105484,0.10108638514105484,0.006430868167202572,5.881958417169685,11.764004767580452,22.219598583234944,3.7022900763358773,0.4561003420752565,0.6433637284701115,0.5419766206163656,0.2061855670103093
125.0,0.0,0.0,0.0,113.0,108.0,19.21,169.2,107.0,14.38,156.6,61.0,7.05,9.2,5.0,2.48,2.0,yes,43.12,281.0,447.99999999999994,0.09625,0.09625,0.017793594306049824,5.88235294117647,11.766342141863698,22.21276595744681,3.7096774193548385,0.9557522123893806,0.632387706855792,0.38952745849297576,0.5434782608695653
